treatment_index,0
0,407
1,17
9,16
11,126
13,508
16,1079
18,957
19,161
20,1406
21,123
22,541
28,942
29,1106
31,544
35,1468
36,160
38,120
41,1137
43,1206
44,1083
49,1347
50,306
52,1146
53,694
54,170
55,16
56,957
57,876
58,1003
61,175
63,592
68,808
70,454
71,192
73,22
75,1111
78,9
79,524
81,203
82,205
83,800
84,561
85,634
86,146
87,161
88,305
89,620
90,262
91,119
92,435
93,167
94,472
95,373
97,126
98,647
101,213
105,1247
106,928
108,155
113,1517
114,59
115,16
116,260
117,149
119,366
120,178
121,1356
122,313
123,343
128,423
131,703
132,1215
135,1093
136,194
137,384
138,1222
140,146
141,40
142,731
146,314
147,726
150,318
151,1248
152,1215
153,129
154,755
155,162
156,169
157,121
158,822
159,1488
160,242
161,192
162,669
164,146
165,725
166,1363
167,138
168,126
169,115
170,1290
171,1268
172,213
173,466
174,123
180,1171
181,837
184,547
185,453
186,989
187,671
188,1437
193,14
196,371
201,126
202,276
204,1430
208,974
212,178
213,563
214,1107
216,945
220,111
221,171
223,1413
224,146
225,459
229,767
231,161
234,171
236,620
237,444
240,5
241,716
243,1089
244,620
246,282
247,730
249,300
250,388
251,874
252,1513
259,1448
260,321
261,213
262,169
263,620
265,1181
266,94
267,904
268,546
269,298
270,88
271,113
272,145
273,697
276,126
277,293
278,37
279,781
280,116
284,928
287,194
289,1332
292,155
294,201
295,1195
296,127
297,49
298,536
299,1290
302,643
304,980
305,145
306,268
308,1504
309,1339
311,49
312,195
313,244
314,480
316,114
318,1003
319,148
320,680
322,654
325,554
328,523
329,1149
331,114
332,299
333,131
334,925
335,1450
336,832
337,1420
338,231
339,313
340,1045
341,123
344,9
345,552
346,107
347,1146
348,179
349,24
350,378
351,236
355,1335
358,148
359,1276
360,458
361,123
362,201
363,231
364,1029
365,242
367,97
368,200
369,1049
372,313
373,161
374,457
375,53
376,160
377,146
380,1376
383,231
384,508
387,544
388,313
389,585
395,169
397,544
399,589
400,392
401,198
402,493
403,662
405,148
407,523
408,120
410,16
411,1414
412,392
416,306
417,437
418,15
420,813
421,654
422,313
423,1098
425,215
427,970
428,1221
430,338
432,581
433,332
434,260
436,304
437,1286
438,1147
442,639
444,925
447,1081
450,780
452,126
453,145
456,144
457,908
459,127
461,146
463,1313
464,1428
465,730
466,173
467,500
468,126
469,147
470,318
471,195
472,1465
474,172
475,60
477,1460
478,94
479,1338
482,656
486,1342
487,139
488,403
490,730
492,129
496,190
498,502
500,972
505,126
508,196
509,1142
511,336
513,461
514,1414
515,555
516,1281
517,384
519,113
520,1449
521,402
522,570
524,221
527,141
531,847
532,610
533,719
535,126
539,123
547,1470
549,1478
552,1204
553,440
554,156
556,74
557,123
559,1378
560,882
563,23
564,918
565,932
566,159
567,115
569,70
570,475
571,160
573,546
574,567
580,849
581,1291
582,1288
584,652
589,351
595,188
596,440
597,314
599,1416
600,1230
601,457
602,438
604,350
606,786
607,1232
608,3
609,437
610,587
611,534
612,563
613,317
614,1257
615,198
616,654
617,98
618,194
624,865
626,390
627,9
629,209
630,144
631,293
632,123
633,1475
634,1021
635,1083
638,1212
639,111
640,1100
642,905
643,337
645,616
646,85
647,553
648,721
651,652
654,862
655,121
656,169
657,633
658,94
659,393
660,161
661,175
663,125
664,125
665,147
666,111
667,1509
671,393
672,1258
673,207
680,972
681,1136
682,531
683,454
686,1468
688,561
689,1374
691,374
693,780
696,508
697,300
699,146
701,214
702,112
704,724
707,680
709,227
711,398
714,116
715,685
716,290
717,97
718,586
719,856
720,132
721,544
722,883
724,468
725,1355
728,321
730,741
731,142
732,793
733,1353
737,1382
739,1519
740,220
743,123
744,201
745,466
747,8
749,1199
750,1206
751,1079
752,906
753,128
754,610
755,1299
756,174
757,622
758,869
759,808
760,986
761,1455
762,416
763,524
766,833
768,186
769,845
770,509
771,841
772,170
773,276
774,192
775,567
776,91
777,789
778,1086
779,129
780,1480
782,1037
784,201
788,749
790,828
792,1268
796,111
797,968
798,131
799,138
800,148
802,203
803,480
805,115
807,672
808,529
810,388
811,1230
812,1147
813,1470
818,1111
819,1288
820,171
823,477
825,559
827,26
828,707
829,118
830,365
831,1288
832,305
833,1367
835,400
836,590
837,402
840,1448
841,969
842,921
843,373
844,168
845,1247
846,98
847,1323
848,1520
850,788
851,1248
856,955
857,49
858,194
860,393
861,146
862,109
863,145
865,1191
866,705
867,75
868,681
869,114
870,126
871,567
873,426
874,1259
877,158
880,647
882,214
883,207
884,103
885,1501
886,451
887,583
889,618
890,447
893,972
894,111
895,980
897,59
898,1374
899,324
902,1449
904,1145
905,8
906,304
907,544
908,1477
909,253
914,129
918,424
919,425
922,616
924,16
928,361
931,382
932,561
934,1041
935,298
939,428
941,926
942,969
943,9
944,116
945,209
946,121
947,90
948,523
949,210
950,458
951,677
952,278
953,20
954,1491
955,194
956,104
957,927
958,482
959,747
960,158
961,16
962,94
963,583
964,259
965,100
966,484
970,371
973,80
974,641
976,389
977,92
980,1414
981,596
982,1254
986,1099
987,439
988,782
989,82
991,712
992,223
997,210
1002,945
1004,680
1006,14
1007,305
1008,589
1011,726
1013,1121
1019,387
1020,1171
1021,1191
1022,1264
1023,444
1027,171
1029,279
1031,214
1032,1461
1033,54
1034,1449
1035,210
1037,466
1040,58
1041,123
1044,160
1045,676
1046,124
1048,820
1049,972
1052,975
1054,192
1055,733
1056,147
1057,393
1058,70
1060,585
1061,148
1062,95
1063,777
1064,1127
1065,1115
1066,314
1067,137
1068,169
1069,438
1072,938
1073,1053
1074,295
1075,975
1076,605
1077,654
1079,1355
1081,455
1084,819
1086,312
1087,616
1089,23
1090,173
1092,307
1095,152
1098,616
1099,210
1101,227
1102,795
1103,1305
1105,883
1106,592
1108,627
1109,320
1110,179
1112,1253
1113,455
1114,179
1115,1020
1116,1449
1117,795
1118,546
1119,194
1120,118
1121,1041
1122,1295
1123,1183
1124,137
1125,1115
1126,1007
1127,634
1128,244
1130,762
1131,553
1132,911
1133,147
1135,14
1136,1030
1138,925
1143,1491
1146,1050
1147,147
1148,317
1149,277
1150,354
1151,260
1152,185
1153,209
1154,484
1156,205
1161,413
1165,254
1166,748
1170,160
1172,703
1173,696
1175,3
1177,157
1178,710
1179,552
1180,317
1181,1172
1182,528
1184,148
1186,730
1188,616
1189,125
1191,991
1192,304
1193,736
1194,907
1195,685
1196,170
1199,724
1200,1447
1201,314
1203,110
1204,874
1205,160
1206,123
1207,146
1209,803
1210,159
1211,788
1212,110
1213,192
1214,220
1218,16
1219,458
1221,138
1222,461
1226,1
1227,111
1229,171
1232,814
1235,107
1239,163
1243,774
1248,317
1249,252
1250,384
1252,1283
1254,131
1256,338
1257,1165
1259,678
1260,338
1261,146
1262,80
1263,126
1264,86
1265,517
1266,1279
1267,124
1268,3
1269,1124
1273,145
1274,354
1275,372
1276,113
1277,931
1278,125
1280,466
1281,1150
1282,542
1284,318
1285,167
1286,27
1287,1003
1289,1446
1290,126
1291,528
1292,606
1296,1125
1297,1428
1300,740
1301,560
1302,1062
1303,1128
1304,164
1305,481
1306,1502
1312,683
1313,1480
1320,210
1321,1482
1323,1339
1325,324
1327,425
1328,906
1329,459
1331,209
1334,262
1336,185
1337,168
1339,932
1341,1478
1344,90
1345,299
1346,158
1351,804
1357,1489
1360,1289
1361,673
1362,757
1363,306
1366,1313
1368,841
1370,469
1371,148
1372,306
1373,1465
1374,9
1376,1068
1377,1179
1378,435
1379,371
1381,227
1382,464
1383,144
1384,1055
1385,1500
1387,796
1388,117
1389,594
1394,397
1395,731
1397,813
1399,114
1400,975
1401,1276
1402,1519
1403,1087
1404,392
1405,542
1407,726
1408,151
1410,862
1411,114
1413,714
1414,403
1415,415
1416,242
1418,882
1420,361
1421,669
1422,1519
1423,294
1424,158
1425,253
1426,969
1427,174
1428,726
1429,184
1430,1326
1431,1385
1433,361
1439,1314
1440,195
1441,159
1442,160
1443,552
1445,133
1449,125
1450,194
1451,387
1452,159
1454,472
1456,1091
1457,190
1458,123
1459,146
1460,96
1461,127
1471,122
1475,492
1476,18
1477,615
1478,114
1485,260
1486,1504
1487,1517
1488,209
1490,858
1491,113
1492,607
1493,1213
1495,199
1497,383
1499,1415
1500,248
1501,161
1502,185
1503,1378
1505,259
1506,597
1507,170
1512,462
1513,326
1514,708
1515,116
1516,322
1517,288
1518,1173
1519,386
1520,338
1521,114
1523,911
1525,1514
1531,620
1532,123
1535,266
1536,116
1537,1401
1540,362
1541,372
1543,188
1544,1350
1545,440
1547,16
1548,407
1549,579
1550,858
1552,61
1554,680
1556,1394
1560,160
1562,463
1563,192
1564,1151
1565,1432
1566,992
1568,990
1573,313
1574,650
1576,1477
1577,68
1578,486
1579,374
1580,126
1581,466
1582,1050
1584,1094
1588,682
1589,345
1590,372
1591,201
1592,103
1593,687
1594,146
1595,200
1596,252
1597,948
1600,1128
1604,1185
1605,1370
1606,483
1607,123
1609,921
1610,1503
1612,933
1613,123
1614,666
1615,402
1616,169
1617,1320
1618,678
1621,71
1622,1264
1623,220
1624,1458
1625,171
1626,210
1629,567
1630,1256
1631,145
1632,1208
1633,843
1635,480
1636,972
1637,1188
1638,977
1640,1425
1642,620
1643,126
1644,553
1645,160
1646,1382
1647,1168
1649,325
1651,874
1655,79
1656,654
1657,909
1661,17
1662,560
1663,1400
1665,821
1666,573
1670,1103
1671,120
1673,127
1676,386
1677,249
1681,280
1683,360
1684,936
1690,146
1691,503
1696,170
1698,147
1699,1296
1703,365
1706,1199
1708,527
1709,111
1710,125
1711,79
1712,149
1713,372
1714,86
1715,148
1716,1033
1717,240
1718,365
